Kpx,Kpa,Kda,MaxAngle, Overshoot, J
56.071206,1.398816,0.000000,22.104901,18.536481,80.428876
100.000000,31.222574,0.545293,22.104901,18.308702,91.012414
32.794071,0.000000,0.000716,1.017571,0.000000,3575.505234
11.004803,43.252839,0.588381,9.617189,36.837265,69.651206
3.348402,0.000000,0.000000,0.055351,0.000000,3608.188443
76.260611,0.000000,0.000116,0.422647,0.000000,3596.785364
0.000000,23.375999,0.273523,1.284711,0.000000,3626.540009
8.311964,0.000000,0.000629,0.250016,0.000000,3600.793307
25.135746,100.000000,0.757298,18.430854,23.818869,65.660152
0.000000,23.984579,1.861308,0.646222,0.000000,3630.153558
29.260305,54.117416,0.796141,20.320214,21.987802,64.848410
58.460234,28.424277,2.000000,22.104901,15.512184,61.081432
37.169422,4.934898,0.387793,18.849884,16.030541,55.132712
100.000000,48.980801,0.098058,22.104901,17.150961,85.382765
100.000000,35.925533,0.217554,22.104901,17.708662,89.753553
0.000000,0.000000,0.001012,0.055843,0.000000,3608.187125
13.433351,32.891383,0.452254,11.360348,32.658097,67.391932
46.778097,0.000000,0.000074,0.184772,0.000000,3603.660909
18.891912,46.918924,0.503516,14.986921,25.212372,62.721006
53.809717,0.000000,0.000022,0.083627,0.000000,3606.578088
42.412664,0.000000,0.001020,1.816537,0.000000,3546.760324
0.295007,0.000000,0.000000,0.055351,0.000000,3608.188443
49.739190,70.425666,0.000000,22.104901,16.995109,73.154039
3.554644,0.000000,1.683628,2.027537,0.000000,3430.029373
70.017786,41.152157,0.016584,22.104901,18.059222,76.919766
63.967278,39.257002,0.080386,22.104901,18.626013,77.565151
68.311863,28.628832,0.710980,22.104901,18.498292,77.014934
100.000000,18.583552,0.000000,22.104901,15.557591,81.393225
0.000000,1.592675,0.000000,1.836332,0.000000,3572.879106
43.817849,0.000000,0.197014,4.986197,0.000000,3132.975004
100.000000,78.468970,0.308265,22.104901,16.903254,89.385635
27.279992,4.747014,2.000000,7.857061,0.000000,54.808022
32.685312,0.000000,0.001136,1.546850,0.000000,3554.799111
62.550652,72.447238,1.669908,22.104901,19.014225,75.002892
13.055561,0.000000,0.000842,0.481488,0.000000,3592.491288
53.369967,20.497613,0.403458,22.104901,19.571101,74.151843
3.777019,0.000000,0.001948,0.304962,0.000000,3596.992438
61.003762,20.486191,0.344951,22.104901,19.088843,77.375427
2.532678,0.000000,0.000000,0.055351,0.000000,3608.188443
0.000000,0.000000,1.005884,0.730477,0.000000,3624.263438
88.631974,11.036455,0.015789,22.104901,16.889692,81.068507
32.617036,0.000000,0.001951,2.442928,0.000000,3515.427823
80.668093,0.000000,2.000000,6.130599,0.000000,3095.632965
100.000000,0.567991,1.925512,6.195542,0.000000,248.458030
0.000000,0.000000,0.000942,0.055844,0.000000,3608.187051
0.000000,0.000000,0.002038,0.055714,0.000000,3608.190539
50.047295,0.000000,0.000774,1.662381,0.000000,3554.381443
60.823534,6.822663,0.136307,22.104901,19.233698,76.640403
31.453668,0.000000,0.000345,0.496020,0.000000,3593.651623
47.380399,0.000000,0.000165,0.374933,0.000000,3597.970818
49.708679,0.509743,0.146562,15.200245,4.282027,43.523268
0.000000,0.000000,0.000000,0.055351,0.000000,3608.188443
0.000000,0.000000,0.001796,0.055743,0.000000,3608.189672
47.697974,35.075553,0.751583,22.104901,18.704815,69.832540
0.000000,0.000000,0.000898,0.055842,0.000000,3608.187025
34.480794,0.000000,0.001140,1.636788,0.000000,3551.684155
80.877073,5.295847,0.601244,22.104901,13.565574,62.084718
51.725819,0.000000,0.001663,3.217005,0.000000,3490.328433
33.326405,85.289613,0.626810,22.060149,21.343262,68.382217
49.512055,18.109514,0.172747,22.104901,19.137944,71.112400
95.140924,16.736294,1.048952,22.104901,15.664796,74.437647
80.656298,18.866843,0.000000,22.104901,16.961299,80.694659
47.374386,0.000000,0.280335,4.986197,0.000000,3211.410841
91.281670,19.791199,0.000000,22.104901,16.386462,83.449139
87.871201,23.416861,0.526960,22.104901,18.225517,83.334682
27.489559,0.000000,0.000761,0.904524,0.000000,3578.853830
15.291567,51.107445,0.326448,13.002718,27.398447,64.054821
