Time,Signal,ExpEnvelope,LinEnvelope
18.53,-0.144350378013196,0.0679544694081193,0.280910242533506
18.54,-0.128143440592832,0.0678734593622234,0.280801227091925
18.55,-0.111345838870122,0.0677925458902187,0.280692211650343
18.56,-0.0940449524555193,0.0677117288769773,0.280583196208762
18.57,-0.076293614596362,0.0676310082075086,0.280474180767181
18.58,-0.0581320172230412,0.067550383766959,0.2803651653256
18.59,-0.0396328689539239,0.0674698554406118,0.280256149884018
18.6,-0.0208984893860284,0.0673894231138871,0.280147134442437
18.61,-0.00203420603791879,0.0673090866723417,0.280038119000856
18.62,0.0168516025750877,0.0672288460016687,0.279929103559274
18.63,0.0356490398706748,0.0671487009876974,0.279820088117693
18.64,0.0542593434186653,0.0670686515163934,0.279711072676112
18.65,0.0725965273697418,0.0669886974738581,0.27960205723453
18.66,0.0905889816612757,0.0669088387463288,0.279493041792949
18.67,0.108174368792754,0.0668290752201782,0.279384026351368
18.68,0.125278302848145,0.0667494067819147,0.279275010909786
18.69,0.141806978771298,0.066669833318182,0.279165995468205
18.7,0.157663342779835,0.0665903547157586,0.279056980026624
18.71,0.172757160450447,0.0665109708615584,0.278947964585043
18.72,0.187000703543646,0.0664316816426298,0.278838949143461
18.73,0.200311102053657,0.066352486946156,0.27872993370188
18.74,0.212623261030706,0.0662733866594547,0.278620918260299
18.75,0.223895611277168,0.0661943806699779,0.278511902818717
18.76,0.23410253746592,0.0661154688653118,0.278402887377136
18.77,0.243220809486198,0.0660366511331764,0.278293871935555
18.78,0.251212260184645,0.0659579273614259,0.278184856493974
18.79,0.25801747448993,0.065879297438048,0.278075841052392
18.8,0.263571722209192,0.0658007612511639,0.277966825610811
18.81,0.267819489632997,0.0657223186890282,0.27785781016923
18.82,0.270719031436751,0.0656439696400289,0.277748794727648
18.83,0.272251092942316,0.0655657139926866,0.277639779286067
18.84,0.272426019662231,0.0654875516356554,0.277530763844486
18.85,0.271279876915228,0.0654094824577217,0.277421748402904
18.86,0.268861090412928,0.0653315063478045,0.277312732961323
18.87,0.265216037508161,0.0652536231949556,0.277203717519742
18.88,0.260385385030488,0.0651758328883585,0.27709470207816
18.89,0.254408089577878,0.0650981353173293,0.276985686636579
18.9,0.247330106245271,0.0650205303713158,0.276876671194998
18.91,0.239214807184891,0.0649430179398976,0.276767655753417
18.92,0.230128546463633,0.064865597912786,0.276658640311835
18.93,0.220107947576636,0.0647882701798238,0.276549624870254
18.94,0.209153587295938,0.064711034630985,0.276440609428673
18.95,0.197249851735463,0.0646338911563749,0.276331593987091
18.96,0.184387216135859,0.0645568396462298,0.27622257854551
18.97,0.170585165286939,0.0644798799909166,0.276113563103929
18.98,0.155898877895235,0.0644030120809333,0.276004547662347
18.99,0.140401815977019,0.0643262358069081,0.275895532220766
19,0.124180765619279,0.0642495510595999,0.275786516779185
19.01,0.107346786037474,0.0641729577298975,0.275677501337604
19.02,0.0900284724521156,0.0640964557088199,0.275568485896022
19.03,0.0723484482411213,0.0640200448875161,0.275459470454441
19.04,0.0544022038160479,0.0639437251572648,0.27535045501286
19.05,0.0362566390527498,0.0638674964094744,0.275241439571278
19.06,0.017970119865459,0.0637913585356825,0.275132424129697
19.07,-0.000392205511470885,0.0637153114275563,0.275023408688116
19.08,-0.0187607730116453,0.063639354976892,0.274914393246534
19.09,-0.0370651522016311,0.0635634890756147,0.274805377804953
19.1,-0.0552225437060715,0.0634877136157786,0.274696362363372
19.11,-0.0731290560026368,0.0634120284895664,0.274587346921791
